timestamp,temperature,vibration,pressure,motor_current,production_speed,energy_consumption,defect_rate,anomaly_type,root_cause
2026-01-01 00:00:00,71.24634089561931,0.8258273156478652,6.958738940890503,33.958776302140734,100.89408547542021,59.64834918513331,0.016316559477069822,normal,normal operation
2026-01-01 00:01:00,68.116991441674,0.8208061135509617,6.883943908720994,33.22090671116756,99.78603073216985,59.52699465079061,0.017179983711602124,normal,normal operation
2026-01-01 00:02:00,69.79723668282313,0.9107231922526221,6.950914626221188,33.66453092122604,101.23565165256824,59.63924631968166,0.014710304474339821,normal,normal operation
2026-01-01 00:03:00,70.2253024038211,0.9331150580727156,6.970845282921875,33.89579013495351,102.8461705061052,58.45921938098508,0.014558737405792643,normal,normal operation
2026-01-01 00:04:00,70.04571733187117,0.8119991311945822,6.8550504976042035,33.52762816380359,99.71814317699626,59.189351002258604,0.01724611369232911,normal,normal operation
2026-01-01 00:05:00,70.2261865158032,0.8224994403757158,6.867865698242738,33.611837809811185,99.75307255776795,59.90446179396557,0.0179530324041786,normal,normal operation
2026-01-01 00:06:00,70.93313055708322,0.9048569087432947,6.993790153603742,33.41257067915191,103.05199865437629,59.70348244022017,0.017974216935253164,normal,normal operation
2026-01-01 00:07:00,70.18626335003643,0.8762178715801575,7.06935238396362,33.94899670593156,101.62569061815383,58.87155357864118,0.02483565822961001,normal,normal operation
2026-01-01 00:08:00,69.6913715742788,0.8753595504496482,6.988057617688802,33.38998870427924,99.43414207893709,59.594528551851596,0.017924266052082093,normal,normal operation
2026-01-01 00:09:00,69.8134450309797,0.8897361116077042,6.829031014578518,34.2656970154769,101.29068660452728,60.309980959338844,0.021689716470711218,normal,normal operation
2026-01-01 00:10:00,69.48052662020648,0.8389151232858177,6.8026755096398315,33.895757537316655,99.51480325186026,58.64091803870898,0.026511951380704772,normal,normal operation
2026-01-01 00:11:00,70.89511862763044,0.8618353314148404,6.850332164174704,34.14398938224978,99.54551147174429,58.0538187831078,0.01682192292171316,normal,normal operation
2026-01-01 00:12:00,69.57881696835331,0.8626503452442109,6.920727003111645,33.284097158858344,100.85421973876241,60.634990072194434,0.018257390802346334,normal,normal operation
2026-01-01 00:13:00,70.77762050050822,0.8066892495705507,6.859005068459791,33.78483826845002,97.009637860123,59.73917096526036,0.021889990675239182,normal,normal operation
2026-01-01 00:14:00,69.99282759828486,0.8547542463818943,6.9599754654206,33.326685858057,97.38353621775539,58.897932795069785,0.0184825092392858,normal,normal operation
2026-01-01 00:15:00,69.63584317933089,0.898041750289609,6.996275676685853,33.880546621835556,99.51110748120739,59.03581453602042,0.016600232466685585,normal,normal operation
2026-01-01 00:16:00,70.7264730988446,0.8328395377663186,6.881477583353507,33.73465377804299,98.73495577335103,59.58267910024163,0.02795528628863229,normal,normal operation
2026-01-01 00:17:00,69.58755259548185,0.8595783093103414,6.899161970694651,33.94730113845574,101.15851312023469,60.281374334515306,0.022463434698443766,normal,normal operation
2026-01-01 00:18:00,70.79301968230253,0.8552480449300881,6.926238156031277,32.988160315674286,98.9932294298846,58.00146717557301,0.010227668464230505,normal,normal operation
2026-01-01 00:19:00,70.31077626354393,0.8329743749756715,6.956860890569533,33.78730662214352,98.12031899769411,59.12966377097475,0.023678000010487806,normal,normal operation
2026-01-01 00:20:00,69.93197563723427,0.8870822906858945,6.994226150688806,34.1794625810506,103.33541372604006,60.88054389031011,0.02434693766379215,normal,normal operation
2026-01-01 00:21:00,70.82918891999927,0.823774221575095,6.870360569855215,32.95282738186675,100.32561560843145,59.859519861909384,0.023444761828196596,normal,normal operation
2026-01-01 00:22:00,70.90519232633731,0.9059707711136377,6.864344442892415,33.52312129317035,100.88831678860006,59.99695401516042,0.021774572700289554,normal,normal operation
2026-01-01 00:23:00,71.31704041126318,0.869759095738427,6.784706068888429,32.851379549806545,98.23695775771239,59.529503284436466,0.025257443262097987,normal,normal operation
2026-01-01 00:24:00,71.26823950637193,0.812098272379072,6.9133240298375584,32.90943616931015,99.8563388019959,59.46814684099431,0.022545098990785647,normal,normal operation
2026-01-01 00:25:00,70.90352229810566,0.9211321743763305,6.965908542769977,34.1572599112605,101.07059566029348,59.252782669732234,0.021206769674468145,normal,normal operation
2026-01-01 00:26:00,69.11872567175762,0.8532255702628132,6.941295174512103,32.79160028742509,98.8338372707831,58.55998494028817,0.01783158174104551,normal,normal operation
2026-01-01 00:27:00,72.93052362956236,0.8259317661486527,7.016389163770666,33.177635677023986,101.6165556126849,60.091520335371676,0.016058000889283622,normal,normal operation
2026-01-01 00:28:00,68.95349622757462,0.8938635963158097,7.0168318446337645,34.50316146492002,99.89380510538733,59.160700159818155,0.011671880022553191,normal,normal operation
2026-01-01 00:29:00,71.36662352196649,0.8712404897882973,6.797270893237695,33.46646489252465,100.48454300345874,59.649658659576836,0.022185118641922404,normal,normal operation
2026-01-01 00:30:00,70.81975340440624,0.779005024737881,6.931798059210719,33.83658739106993,99.96113763574749,59.62977425228703,0.021676018158930457,normal,normal operation
2026-01-01 00:31:00,69.58344307228452,0.8422123118331635,7.001334381765042,34.62527178975606,104.41290817430587,61.43903063818474,0.017495900787714357,normal,normal operation
2026-01-01 00:32:00,70.38034554825387,0.8644311628983185,6.9104206343738435,34.084188714236845,101.08908980315223,59.43155585677385,0.014877615055733382,normal,normal operation
2026-01-01 00:33:00,70.2912498840336,0.76134951680572,6.822393353961591,33.50953979734223,99.2440613038088,60.28640956959406,0.01371292387008988,normal,normal operation
2026-01-01 00:34:00,71.96205543966516,0.8613919718079637,7.055516228741281,33.90577228031325,102.66305613082262,60.18982881781398,0.018120874929390282,normal,normal operation
2026-01-01 00:35:00,69.66461673985526,0.8533775804669249,6.838203986909778,33.72162338565677,99.01946851957149,59.28194321423842,0.02053918622992575,normal,normal operation
2026-01-01 00:36:00,70.33755280400277,0.8075426152789583,6.7490059441153205,33.65947330490492,101.6274301913304,58.4126300124285,0.02722363044681059,normal,normal operation
